Quem era o homem mais sedutor do mundo?;DOM JUAN;DOM ANTÔNIO;DOM MARCO;DOM CARLOS;1;F
De quantos anos é constituído um século?;50;100;1.000;1.500;2;F
Qual é o coletivo de cães?;MATILHA;REBANHO;CARDUME;MANADA;1;F
Segundo a Bíblia, em que rio Jesus foi batizado por João Batista?;NO RIO NILO;NO RIO SENA;NO RIO RENO;NO RIO JORDÃO;4;F
Qual é a maior floresta do planeta?;NEGRA;DE SHERWOOD;DA TIJUCA;AMAZÔNICA;4;F
Qual é o naipe do baralho que tem o desenho de coração?;OUROS;PAUS;COPAS;ESPADAS;3;F
Qual atriz estrelou no filme: “A lagoa azul”?;ALICIA SILVERSTONE;BROOKE SHIELDS;JULIA ROBERTS;JESSICA LANGE;2;F
Qual casal foi expulso do Paraíso?;SANSÃO E DALILA;JOSÉ E MARIA;SARA E ABRAÃO;ADÃO E EVA;4;F
Segundo os contos, qual animal ao ser beijado se transforma em príncipe?;CAVALO;CÃO;GATO;SAPO;4;F
Qual é o santo que só acreditou vendo?;SANTO ANTÔNIO;SÃO JUDAS TADEU;SÃO PEDRO;SÃO TOMÉ;4;F
Qual é o fruto conhecido no nordeste do Brasil como “jerimum”?;CAJU;ABÓBORA;CHUCHU;COCO;2;F
Em qual parte do corpo humano são implantadas as “pontes de safena”?;ESTÔMAGO;INTESTINO;PULMÃO;CORAÇÃO;4;F
Como é conhecido o jogador Edmundo?;TIGRÃO;GATINHO;ANIMAL;COBRA;3;F
Na literatura, quem foi o criador da boneca Emília?;MONTEIRO LOBATO;MAURÍCIO DE SOUZA;WALT DISNEY;JORGE AMADO;1;F
Quem é o primeiro substituto do Presidente?;VEREADOR;VICE-PRESIDENTE;SENADOR;DEPUTADO;2;F
Segundo o romance, que animal era “Moby Dick”?;TUBARÃO;GOLFINHO;POLVO;BALEIA;4;F
Qual é o animal que representa o signo de áries?;TOURO;LEÃO;CARNEIRO;BODE;3;F
Que animal é o Pateta?;CAVALO;BURRO;CACHORRO;RAPOSA;3;F
Em qual cidade está o Cristo Redentor do Corcovado?;RIO DE JANEIRO;SÃO PAULO;CURITIBA;BELO HORIZONTE;1;F
Quem é conhecido como o “playboy brasileiro”?;JOÃOZINHO TRINTA;ZECA PAGODINHO;CHIQUINHO SCARPA;CHICO BUARQUE;3;F
Quantos centímetros equivalem a um metro?;10;100;1000;10000;2;F
Qual é o nome do macho da abelha?;ZÂNGÃO;ABELHÃO;RUFIÃO;PULGÃO;1;F
Qual é o inseto que transmite a doença de Chagas?;ABELHA;BARATA;BARBEIRO;PULGA;3;F
Qual é o nome do conjunto de dados estatísticos sobre uma população?;CENSO;CONTAGEM;MARCAÇÃO;REGISTRO;1;F
Qual ator imortalizou o personagem “Zé Bonitinho”?;RONI CÓCEGAS;JORGE LOREDO;DAVI PINHEIRO;ARNAUD RODRIGUES;2;F
Qual a cantora conhecida como “A rainha dos caminhoneiros”?;ROBERTA MIRANDA;MARIA BETHÂNIA;SULA MIRANDA;RITA CADILLAC;3;F
Qual é o nome da missa rezada no Natal?;CAMPAL;DO GALO;DO VATICANO;DE SÉTIMO DIA;2;F
Qual é a orixá conhecida como “A rainha do mar”?;MAMÃE;OXUM;IEMANJÁ;AXÉ;2;F
No julgamento de Jesus, quem disse a frase: “Eu lavo minhas mãos”?;BARRABÁS;TIBÉRIO;PÔNCIO PILATOS;JUDAS;3;F
O que está no centro da Terra?;MANTO;NÚCLEO;HIDROSFERA;LITOSFERA;2;F
Qual é o esporte praticado por Fernando Scherer, o Xuxa?;CICLISMO;VÔLEI DE PRAIA;NATAÇÃO;SURF;3;F
Quem libertou os escravos em 1888?;JOANA D’ARC;ANITA GARIBALDI;PRINCESA ISABEL;IMPERATRIZ LEOPOLDINA;3;F
Quem fez sucesso com a personagem “Tiazinha”?;SUZANA WERNER;JOANA PRADO;LETÍCIA SPILLER;SUZANA ALVES;4;F
Quantos eram os anões da história “A branca de neve”?;SEIS;SETE;OITO;NOVE;2;F
Como eram chamados os navios que traziam os escravos para o Brasil?;BRANQUEIROS;PESQUEIROS;NEGREIROS;COSTEIROS;3;F
De qual grupo de samba fez parte o humorista “Mussum”?;FUNDO DE QUINTAL;TITULARES DO RITMO;ORIGINAIS DO SAMBA;BANDA BRASIL;3;F
Como se chama o lugar onde ficam as mulheres do sultão?;HARÉM;LABIRINTO;COLISEU;CHOUPANA;1;F
Quantas cores compõem o arco-íris?;3;7;12;22;2;F
Qual é o nome da mulher de Fred Flintstone?;BETH;WILMA;MARGARIDA;CLARABELA;2;F
Por quem foi dita a frase: “Abra-te Sézamo”?;D. PEDRO I;HÉRCULES;ALI BABÁ;DUNGA;3;F
Em qual cidade está localizada a famosa estátua da Liberdade?;LONDRES;NOVA YORK;PARIS;MADRI;2;F
Qual destes personagens não veste uma capa?;SUPER-HOMEM;BATMAN;WOLVERINE;ZORRO;3;F
Quem é considerado o rei do mundo animal?;ELEFANTE;GORILA;LEÃO;RINOCERONTE;3;F
Qual é o livro mais impresso no mundo?;JUBIABÁ;BÍBLIA;GABRIELA, CRAVO E CANELA;TERRAS DO SEM FIM;2;F
Qual é o nome do osso da coxa do ser humano?;FÊMUR;TÍBIA;PERÔNIO;ÚMERO;1;F
Como se chama o espaço de tempo entre o nascer e o pôrdo-sol?;MADRUGADA;DIA;NOITE;SEMANA;2;F
Os nomes Batman e Rainman referem-se a quê?;ARTISTAS DE TEATRO;FILMES DE CINEMA;CONJUNTOS DE ROCK;MARCAS DE CIGARRO;2;F
De acordo com o ditado, o que “não adianta chorar”?;FOLHAS CAÍDAS;LEITE DERRAMADO;DOCE QUEIMADO;PÃO VELHO;2;F
Em qual destas atividades a corda tem um papel vital?;SURFE;CICLISMO;TOURADA;PÁRA-QUEDISMO;4;F
Como se chama o boneco controlado por cordas?;ROBÔ;MARIONETE;ANDRÓIDE;MANEQUIM;2;F
Como são chamados os pedaços de gelo que caem durante a chuva?;GRANITO;GRANIZO;PICOLÉ;NEVE;2;F
Qual Deus é descrito como uma criança gorducha com arco e flecha?;CUPIDO;ZEUS;MERCÚRIO;NETUNO;1;F
No desenho “Papa-léguas” qual é o som feito pela ave corredora?;PING! PING!;UGA! UGA!;BIP! BIP!;VRUM! VRUM!;3;F
Qual destes alimentos devemos consumir em menor quantidade?;VEGETAIS;GORDURAS;LEGUMES;FRUTAS;2;F
O que Cinderela perdeu ao sair do baile do palácio real?;BOLSA;LUVA;CARTEIRA DE MOTORISTA;SAPATO DE CRISTAL;4;F
Como se chama a luz que guia os navios em áreas de risco?;VELA;FAROL;FOGUEIRA;LAMPARINA;2;F
Em qual jogo o ganhador grita o nome do jogo em sinal de vitória?;ESCONDE-ESCONDE;BINGO;BANCO IMOBILIÁRIO;XADREZ;2;F
Um analgésico é um agente para:;TRATAMENTO DO INTESTINO;ALÍVIO DE ESTRESSE;ALÍVIO DA DOR;TRATAMENTO DA CASPA;3;F
Qual é a cidade do Batman?;GOTHAM CITY;METRÓPOLIS;PLEASANTVILLE;ANYTOWN;1;F
De que é feito o pé-de-moleque?;AMENDOIM;CASTANHA;ALCAPARRA;ABACATE;1;F
O que Rapunzel jogava pela janela?;PERNA;BRAÇO;FAMÍLIA;TRANÇA;4;F
O que se joga na neve para ajudar a derretê-la?;AÇÚCAR;ORÉGANO;SAL;PIMENTA;3;F
Qual desses heróis de ficção usa uma máscara?;ROBIN HOOD;SIMBAD;INDIANA JONES;ZORRO;4;F
Quantos anos tem um milênio?;100;500;1.000;10.000;3;F
Quanto tempo a Terra leva para completar uma órbita ao redor do sol?;UM ANO;UM MÊS;UMA SEMANA;UM SÉCULO;1;F
Onde a mamãe canguru carrega o filhote?;NA ORELHA;NAS COSTAS;NA BOCA;NA BOLSA;4;F
Como é o nome da cabeleira que envolve a cabeça do leão?;TOPETE;CACHO;JUBA;PERUCA;3;F
“Um por todos e todos por um” é o grito de qual destes grupos?;EXTRATERRESTRES;FAMÍLIA ROBINSON;POWER RANGERS;TRÊS MOSQUETEIROS;4;F
O que é a morsa?;UM RÉPTIL;UM MAMÍFERO;UM PEIXE;UM CRUSTÁCEO;2;F
Qual personagem de desenho animado é rico e pão-duro?;TIO PATINHAS;PATETA;MICKEY;PATO DONALD;1;F
O que é um croissant?;LICOR;DOCE;TEMPERO;PÃO;4;F
Qual exame é usado para comprovar a paternidade?;DE SANGUE;DE DNA;DE URINA;DE CONSCIÊNCIA;2;F
Tarsila do Amaral era uma:;DANÇARINA;ATRIZ;MÉDICA;PINTORA;4;F
Os bairros mais afastados do centro da cidade chamam-se:;RESIDENCIAIS;COMERCIAIS;SUBURBANOS;INDUSTRIAIS;3;F
Qual destas palavras é sinônimo de equívoco?;ACERTO;EQUITAÇÃO;ENGANO;CAVALO;3;F
Qual destes itens não é encontrado em uma bicicleta comum?;AIR BAG;GUIDÃO;SELIM;CORRENTE;1;F
Que nome se dá a cada parte do esqueleto?;CAVEIRA;OSSO;ARCADA;BACIA;2;F
Nas religiões afro-brasileiras, quem é o Deus da Guerra?;TUPÃ;OGUM;SENHOR DO BONFIM;ZEUS;2;F
Com o que era acionado o motor dos antigos automóveis?;CHAVE DE FENDA;BARBANTE;PARAFUSO;MANIVELA;4;F
Qual presidente brasileiro renunciou em 1992?;ITAMAR FRANCO;FERNANDO COLLOR;JOSÉ SARNEY;FIGUEIREDO;2;F
O que é uma sucuri? ;COBRA;REFRIGERANTE;TIPO DE LARANJA;VASO INDÍGENA;1;F
Qual destes é um personagem de Monteiro Lobato?;MÔNICA;MAGALI;NARIZINHO;MULHER MARAVILHA;3;F
Qual é o material usado para fazer a borracha?;DUREX;LÁTEX;PIREX;XÉROX;2;F
Quantos atletas participam, por equipe, da prova 4 por 100?;CEM;DEZ;OITO;QUATRO;4;F
Para que serve um dedal?;ARRUMAR AGULHAS;CORTAR LINHAS;PROTEGER O DEDO;CURAR FERIDAS;3;F
O que se encontra no final do arco-íris?;SACO DE DIAMANTES;POTE DE OURO;BARRA DE PRATA;ESMERALDAS;2;F
Em qual destes lugares pode-se encontrar um oásis?;NO ROCHEDO;NA FLORESTA TROPICAL;NO DESERTO;NA SAVANA;3;F
Qual destas frutas é associada ao Natal?;NOZ;BANANA;TANGERINA;JABUTICABA;1;F
De que cor fica a lagosta quando adequadamente cozida?;PRETA;VERMELHA;VERDE;AMARELA;2;F
Qual destas músicas foi composta por Adoniran Barbosa?;TREM DAS ONZE;MÁSCARA NEGRA;CHIQUITA BACANA;JARDINEIRA;1;F
O que é labrador?;RAÇA DE GATO;RAÇA DE GADO;RAÇA DE CACHORRO;RAÇA DE CAVALO;3;F
Um cleptomaníaco tem como principal característica:;MEDO DE ESCURO;MANIA DE ROUBAR;MEDO DE ALTURA;MANIA DE PERSEGUIÇÃO;2;F
Como se chama a avenida do sambódromo do Rio de Janeiro?;MARQUÊS DE JACAREÍ;MARQUÊS DE SAPUCAÍ;MARQUÊS DE SAMBEI E CAÍ;MARQUÊS DE SÃO VICENTE;2;F
Qual nome é dado à barriga da perna?;AGULHA;BÍCEPS;MÚSCULO;PANTURRILHA;4;F
Quem não tem domicílio fixo?;O NÔMADE;O VIAJOR;O VIAJANTE;O PASSEADOR;1;F
Quantos espaços tem no Jogo da Velha?;SEIS;SETE;OITO;NOVE;4;F
Como se chama a armação dos óculos?;RODA;EIXO;ARCO;ARO;4;F
A pessoa que planeja e cria jardins e parques chama-se:;FLORISTA;PAISAGISTA;FLORICULTOR;ARTISTA;2;F
Qual nome é dado à criança ainda não batizada?;PAGÃO;ANÃO;CHORÃO;CRISTÃO;1;F
Qual destes órgãos não faz parte do sistema digestivo?;BRÔNQUIOS;BOCA;FARINGE;INTESTINO;1;F
Qual é o único mamífero que pode voar?;PATO;MORCEGO;ANDORINHA;URUBU;2;M
A que classe de animais o pingüim pertence?;PEIXES;MAMÍFEROS;AVES;FELINOS;3;M
Como se chamava a atriz de cinema que se tornou princesa de Mônaco?;GRACE KELLY;GRETA GARBO;CATHERINE DENEUVE;BRIGITTE BARDOT;1;M
Como os cavalos dormem?;EM PÉ;DEITADOS;DE LADO;DE PONTA-CABEÇA;1;M
Qual a capital do Canadá?;MONTREAL;OTTAWA;VANCOUVER;WASHINGTON;2;M
Qual destes instrumentos musicais é de sopro?;VIOLINO;SAXOFONE;PIANO;VIOLÃO;2;M
Qual foi o último presidente militar do Brasil?;COSTA E SILVA;GEISEL;FIGUEIREDO;MÉDICI;3;M
Nos desenhos de Walt Disney, que animal é o Mickey?;COELHO;CAMUNDONGO;ESQUILO;GAMBÁ;2;M
Quem é o ator principal do filme “Conan, o Bárbaro”?;TOM CRUISE;LEONARDO DI CAPRIO;ARNOLD SCHWARZENEGGER;BRUCE LEE;3;M
Qual foi o filme brasileiro indicado para o Oscar em 1999?;O QUATRILHO;A VIDA É BELA;AUTO DA COMPADECIDA;CENTRAL DO BRASIL;4;M
O momento em que o sol fica situado exatamente sobre o Equador chama-se:;EQUINÓCIO;SOLSTÍCIO;SOLSTICIAL;SOLITUDE;1;M
Quem foi o provável assassino de John Kennedy?;ALEXANDER BURR;LEE HARVEY OSWALD;BILLY THE KID;ELIOTT NESS;2;M
Em que festa se comemora a Ressurreição de Cristo?;PÁSCOA;NATAL;ANO-NOVO;DOMINGO DE RAMOS;1;M
Como se chama o estado em que o paciente perde a consciência?;ALÉRGICO;LÚCIDO;FEBRIL;DE COMA;4;M
Quem supostamente teria cavalgado nua na cidade de Coventry?;LADY MACBETH;LADY DIANA;LADY GODIVA;LADY HAWK;3;M
Qual dançarino foi parceiro de Ginger Rogers no cinema?;MIKHAIL BARISHNIKOV;FRED ASTAIRE;FRANK SINATRA;GENE KELLY;2;M
Quem assumiu a Presidência da República com a morte de Tancredo Neves?;FERNANDO COLLOR;JOSÉ SARNEY;FERNANDO HENRIQUE CARDOSO;LULA;2;M
Tuiuiú é uma espécie de:;PÁSSARO;COMIDA;CARRO;ROUPA;1;M
Qual destes nomes pertenceu a um navio de Cristóvão Colombo?;EL SAVADOR;REDENTOR;SANTA MARIA;TITANIC;3;M
O sol pode ser classificado de:;METEORO;COMETA;ESTRELA;PLANETA;3;M
Qual desses episódios influenciou a Inconfidência Mineira?;PRIMEIRA GUERRA MUNDIAL;REVOLUÇÃO FRANCESA;REVOLUÇÃO RUSSA;SEGUNDA GUERRA MUNDIAL;2;M
Que produto teve grande influência sobre o desenvolvimento de São Paulo, no século XIX?;CAFÉ;CANA-DE-AÇÚCAR;OURO;PAU-BRASIL;1;M
Quem disse a frase “Eureca, eureca”?;ARISTÓTELES;GALILEU GALILEI;ALEXANDRE, O GRANDE;ARQUIMEDES;4;M
Quem inventou a máquina a vapor?;JAMES DEAN;JAMES WATT;JAMES TAYLOR;JAMES WOLFE;2;M
Essencialmente, qual é o clima predominante no Brasil?;ÁRIDO;SUBTROPICAL;TROPICAL;EQUATORIAL;3;M
Para que máquina Elicha Graves Otis inventou um sistema de segurança?;ÔNIBUS;TREM;ELEVADOR;TÁXI;3;M
Qual é o especialista que cuida dos pés?;CARDIOLOGISTA;PEDICURO;DENTISTA;PSICÓLOGO;2;M
O Estado da Bahia fica em que região do Brasil?;SUDESTE;NORTE;SUL;NORDESTE;4;M
Que projeto foi criado em 1967 para alfabetizar adultos e adolescentes brasileiros?;SOBRAL;MOBRAL;SUDENE;MISTRAL;2;M
Qual é o nome do clássico do cinema em que Humphrey Bogart e Ingrid Bergman atuaram?;CASABLANCA;ETERNO CONFLITO;CASANOVA;OS PÁSSAROS;1;M
Em que ano o Brasil sediou a Copa do Mundo de Futebol?;1930;1954;1950;1974;3;M
O brasileiro Oswaldo Cruz foi um?;MÉDICO;ADVOGADO;PADRE;LUTADOR;1;M
De qual país Juan Perón foi presidente?;BRASIL;PORTUGAL;INGLATERRA;ARGENTINA;4;M
Qual profissional cuida da saúde dos animais?;DENTISTA;VETERINÁRIO;PEDIATRA;ORTOPEDISTA;2;M
Literatura de cordel é um tipo de literatura:;CLÁSSICA;TÉCNICA;INFANTIL;POPULAR;4;M
Que bandeirante era conhecido como o “Caçador de Esmeraldas”?;RAPOSO TAVARES;FERNÃO DIAS PAIS;BARTOLOMEU BUENO DA SILVA;BORBA GATO;2;M
Sarah Ferguson foi casada com que príncipe?;ENCANTADO;ANDREW;ALBERT;CHARLES;2;M
A região situada entre o Equador e os Trópicos é chamada de:;TEMPERADA;TROPICAL;POLAR;FRIA;2;M
Lacustre é um transporte:;AÉREO;AQUÁTICO;TERRESTRE;FERROVIÁRIO;2;M
Qual destas línguas não é oficial na Suíça?;FRANCÊS;ALEMÃO;ESPANHOL;ITALIANO;3;M
O coração é:;UMA FIBRA;UMA MUCOSA;UMA VÍSCERA;UM MÚSCULO;4;M
Onde nasceu João Gilberto, compositor da Bossa Nova?;NO RIO DE JANEIRO;NA BAHIA;EM SÃO PAULO;NO PIAUÍ;2;M
Depois da Amazônica, qual é a maior bacia hidrográfica das Américas?;MACKENZIE;MISSISSÍPI;ORINOCO;PARANÁ;4;M
Que bebida traz uma larva dentro da garrafa?;VODCA;MEZCAL;RUM;SAQUÊ;2;M
Qual cobra é utilizada pelos encantadores de serpente na Índia?;CASCAVEL;NAJA;ANACONDA;CORAL;2;M
Em qual cidade estão localizadas as sedes da Coca-cola e do canal CNN?;LOS ANGELES;NOVA YORK;ATLANTA;BOSTON;3;M
Em que continente se encontra o Egito?;ASIÁTICO;AMERICANO;AFRICANO;EUROPEU;3;M
Segundo a lenda popular, qual santo mora na Lua?;SÃO SEBASTIÃO;SÃO PAULO;SÃO JORGE;SÃO JOSÉ;3;M
Rita Lee era integrante de qual grupo musical?;MUTANTES;A COR DO SOM;TROPICÁLIA;BOCA LIVRE;1;M
Quem foi o primeiro governador-geral do Brasil?;JOSÉ BONIFÁCIO;DUARTE DA COSTA;TOMÉ DE SOUZA;MEM DE SÁ;3;M
